id,p7,q7
1,-2.508053259,11.26398353
2,6.467964785,-33.68828987
3,61.99296869,-24.05918136
4,36.82782553,37.43784126
5,63.00461945,24.66962836
6,88.9977644,24.9604656
7,29.38050859,23.88370121
8,55.02889965,1.625296349
9,4.839880897,-11.73860235
10,1.499198351,-29.26889071
11,47.57495775,13.20055646
12,36.14882153,44.87818197
13,94.39584122,38.67611195
14,107.9569898,-2.029529299
15,60.39005325,-29.42221834
16,41.1319469,29.83253371
17,-2.278253128,47.90319539
18,93.46212026,-6.408921943
19,13.81013637,-26.76104921
20,66.49184715,8.898925792
21,16.94058025,21.77950956
22,95.69978638,0.966032733
23,-21.6329039,-2.223570842
24,73.29469301,29.67342555
25,39.12276514,-4.73455457
26,-21.20999249,7.283179725
27,74.38776598,15.27637818
28,109.809869,6.338802383
29,21.3581432,47.55153764
30,46.88640373,19.05561608
31,-13.55067145,5.846580666
32,24.13009534,-4.507132472
33,74.5199605,-1.148454695
34,-27.90633215,-21.70354918
35,12.76980581,-15.78411573
36,44.92978527,-8.39629749
37,1.119813763,-29.58541568
38,-4.602346122,-8.101624984
39,50.41512648,-6.162756981
40,17.26408887,30.55048235
41,50.45734413,40.97385316
42,96.90275012,-15.30066958
43,37.28614052,-1.808865438
44,92.07349891,13.5896281
45,-6.575334901,-8.254875748
46,67.21335752,40.20185553
47,-25.59584543,-22.59984915
48,75.2464693,-30.85012404
49,32.3743385,36.48242683
50,-14.5470372,-5.174632014
51,10.27859346,50.6423876
52,12.26606619,39.425144
53,98.31020115,20.21299041
54,-10.10676591,37.64757465
55,82.14650658,33.34909929
56,60.57816027,4.906440746
57,14.97363709,39.35574579
58,-8.506842507,-17.30651675
59,21.6671891,16.16351666
60,89.69021408,23.08021007
61,94.06358767,-20.20227631
62,28.32967558,24.09514853
63,17.56052555,47.29383523
64,85.80199616,12.19424007
65,2.185787819,26.99238468
66,100.4212059,-6.440463601
67,58.51412951,8.082525361
68,-27.76455449,17.35428044
69,-15.49281448,14.8863799
70,86.14180565,51.73008684
71,67.19521134,13.82831084
72,77.43929973,32.07244151
73,86.10959443,-29.3624229
74,95.2999422,-6.034118215
75,92.03436123,14.91329433
76,67.80385993,-5.855071804
