id,p8,q8
1,85.03858978,-3.938479991
2,32.42256078,36.90018965
3,35.13776725,-29.25807291
4,15.97507663,54.40471065
5,39.92173805,-21.91790346
6,44.40014495,65.55602904
7,32.93902266,1.073826083
8,56.67751382,27.79535083
9,56.455645,50.19944225
10,52.72426952,40.44266617
11,82.08351825,51.94072038
12,55.3710405,44.25621576
13,24.67761876,6.444962885
14,14.2970268,-21.10969007
15,-17.27390511,-21.60257737
16,26.91636617,46.52034958
17,38.2512881,8.800760496
18,75.2302547,-38.26066795
19,-0.462074869,-23.416013
20,84.50956398,0.299659666
21,7.448713095,16.58229918
22,68.60318572,41.3421361
23,30.64162492,26.58401655
24,-23.2815154,65.73737109
25,11.68953207,66.59546918
26,52.73767797,-3.312393331
27,77.58941733,55.97258526
28,47.47930821,59.91553005
29,-2.129856258,40.51425678
30,55.46988095,23.92287435
31,-22.2096327,-4.549619489
32,68.87089313,37.45064001
33,2.124512458,17.87035302
34,20.55747504,-7.590780992
35,59.65127994,10.82333468
36,21.3548943,-34.2017555
37,-23.27146774,18.44022409
38,79.5907578,-36.56824969
39,34.08983725,0.311983136
40,77.58600087,3.217298926
41,32.47511763,64.68882964
42,51.55973643,-1.94722173
43,38.76707079,2.208314146
44,43.30320881,-1.980588374
45,47.95258941,-2.415598707
46,50.60230937,40.88532533
47,-6.971706048,64.59414135
48,73.03496542,52.04750795
49,41.30817746,9.841732633
50,3.243682826,36.27440549
51,8.951700564,-1.763924351
52,50.48179499,-2.218445578
53,86.84846158,-4.573544402
54,57.93380354,28.53805337
55,10.52167708,52.20061026
56,42.18393481,-14.81041125
57,38.86193048,51.24132019
58,7.869093429,-5.668917477
59,4.909835874,37.13278257
60,68.44808975,-8.078491772
61,50.10608368,-22.80132824
62,-10.68477002,-1.658608169
63,-0.183442516,61.10046578
64,6.760156783,33.55586875
65,10.2624362,56.44143966
66,9.950329334,-35.21499441
67,33.25943464,53.56648645
68,40.9386618,32.42008731
69,36.70773341,-29.09236125
70,-6.514008842,66.60845666
71,-22.59875955,0.149889076
72,71.44199422,40.3126053
73,69.22365391,-35.16347351
74,-7.309873509,-44.47209019
75,35.53686098,-22.69531144
76,11.45927364,60.99904906
77,85.56530419,-35.0970788
78,11.29100102,8.277089941
79,37.11533044,-2.108834078
80,11.26401415,16.55254889
81,33.38857436,35.84823703
82,-6.421634609,9.169642538
83,2.821951889,-12.84429822
84,68.46757776,-2.952442476
85,19.14358906,62.54495141
86,-21.95783417,20.34957754
87,43.98286202,-37.69070922
88,48.65984107,18.60786611
89,27.35212848,19.71967149
90,10.39852105,-20.43123436
91,-18.85828035,-23.70440063
92,52.23207106,5.376438252
93,76.25219558,24.22213871
94,44.16967301,-44.13665059
95,84.98524154,-3.017289476
96,-13.96759657,-12.87725058
97,87.29921781,58.10450321
98,69.99514868,13.45059837
99,5.812853836,-3.822714355
100,14.78848601,-39.99103037
101,20.44929788,34.36519735
102,-3.580484017,-7.649980669
103,-10.66431369,47.14116915
104,45.9623457,44.18104323
105,79.98440733,34.88889093
106,-1.708850645,-7.855661587
107,43.73537705,38.91428028
108,56.7726343,-43.14331064
109,28.39638576,29.65548967
110,49.66607488,16.04948474
111,-12.9568179,60.96315955
112,-8.240298809,-16.58005312
113,59.34063665,51.68027987
114,11.82889541,66.05672263
115,0.444763669,-7.628035156
116,36.59921737,35.62591572
117,30.41677043,65.91021051
118,-20.06291867,-28.37233979
119,34.85792317,-38.36383177
120,-6.50500174,22.36089748
121,-12.56547572,8.214462782
122,80.8125497,36.32100517
123,68.88642929,-18.49235588
124,81.83677226,28.50420075
125,65.47574178,23.12489464
126,46.08547979,64.96121832
127,78.24017407,8.821171047
128,73.8606598,43.48530328
129,12.91819321,-23.08624223
130,41.22465875,23.52133074
131,12.74601493,-12.16638277
132,85.90014912,0.839031901
133,25.13401289,-4.460412829
134,-14.69663933,28.78622607
135,24.26193974,34.32639451
136,10.34073735,9.168971053
137,58.29732528,-29.29323429
138,6.785862579,-7.869116852
139,68.78628738,19.50343042
140,-11.21155006,16.7444901
141,62.56334972,-29.41731704
142,23.80207633,-32.17056061
143,2.600895136,42.06836948
144,85.43052678,-39.75953639
145,64.35279447,38.86802571
146,16.19064714,5.819282502
147,28.50781573,-30.04369074
148,-7.004622951,41.80935531
149,66.94679728,21.03001904
150,0.071178111,27.03565714
151,63.9619919,49.90739452
152,63.93389592,46.28246876
153,23.66396678,18.18848796
154,45.34148826,37.16939309
155,22.49960639,50.35057759
156,-5.05519032,-27.15670915
157,22.84734091,-13.64246779
158,19.97212876,-1.782931826
159,17.74039326,25.49951746
160,13.03470009,5.953849676
161,83.40931034,3.862712111
162,34.34930703,0.331118597
163,54.56799258,-19.81523082
164,-10.94771706,12.36820039
165,4.16776434,-26.98405175
166,72.3292456,45.20413062
167,44.59320008,58.70386899
168,11.46252933,6.062674891
169,15.36875653,-18.27214339
170,-7.376240026,30.58762474
171,-23.459877,-3.794010221
172,-18.09919547,-0.0310512
173,85.02063562,34.6465697
174,14.33660162,-33.64585966
175,28.71365995,-14.24889438
176,31.33293569,-42.30201384
177,17.54597739,-13.46638863
178,54.26802206,8.359430631
179,68.01853317,-5.268140753
180,-18.52453743,56.83454352
181,10.00277391,58.45224202
182,-11.90481564,66.45585241
183,-23.70614975,1.894934885
184,51.91860686,-43.24871406
185,18.22451334,41.08343773
186,0.24564872,-43.29840218
187,-0.594673863,7.041487307
188,-18.03691654,46.98655717
189,76.48588187,5.505129391
190,15.86021536,-23.22640751
191,74.74642994,59.46752143
192,4.834543365,62.07302438
193,64.88164628,31.11914326
194,39.7436321,48.56274489
195,55.37008164,-38.8639506
196,-3.749793225,50.23018844
197,-10.08156553,-9.24863736
198,67.69205645,12.6392213
199,74.81358015,-20.30686002
200,-13.99523199,-36.03925363
201,75.95845378,-20.47201112
202,59.1757693,-44.99335136
203,-19.2852745,16.15830183
204,50.66048648,-19.85978897
205,-22.64563956,54.14991909
206,50.30692368,7.571077543
207,85.35076299,-19.72032972
208,59.33158912,45.53995934
209,20.09687588,59.96838217
210,37.10390094,23.66495048
211,40.04799072,0.816121885
212,68.11404923,-11.99601445
213,-0.938182878,-3.104553718
214,-8.259542997,44.82083122
215,25.01945326,-25.62143518
216,0.677033465,-27.03950618
217,51.47486904,12.60265281
218,-14.66699081,35.23567896
