id,p6,q6
1,27.28237,-13.2778567
2,-12.88730445,-25.54738788
3,51.57614168,-8.338392001
4,34.05862605,-24.87487973
5,34.90746932,43.26996476
6,13.86100478,-22.48126216
7,16.50628631,7.006839235
8,21.36879804,30.00096245
9,-3.985394754,26.73868005
10,64.05815217,-1.899085867
11,24.64227099,7.066677156
12,61.12965778,-10.13997502
13,64.36903574,10.20514426
14,36.77650927,20.37615464
15,-12.73824003,13.42337381
16,65.07120122,5.537735821
17,43.16484603,-9.133637269
18,42.7930191,18.8306125
19,-4.054307704,-15.26901386
20,-7.803569567,-16.59125471
21,-0.100633374,-14.6677851
22,60.75637394,22.65550864
23,54.08591142,5.70145258
24,7.577629254,40.35241252
25,8.072333043,34.70065453
26,20.64488706,-26.02701923
27,-3.589561971,22.50227892
28,-7.173418789,-4.449202385
29,-12.22370713,-28.77865009
30,14.12253819,-29.2742391
31,40.01201413,2.870549077
32,23.75208694,4.273583994
33,37.84763907,-0.251711493
34,28.22752569,-24.45693142
35,52.56948784,-24.60249125
36,9.37790361,36.48879295
37,41.9936802,-29.91937112
38,49.71599763,44.86778846
39,10.03895205,-10.48128114
40,42.50346906,26.67881897
41,20.5954972,5.239330875
42,25.720784,-1.650741187
43,53.02967136,-4.356660005
44,7.139494017,32.24815824
45,1.807922875,39.67172671
46,56.22989876,-12.69812058
47,30.562121,-1.27938154
48,56.58398232,32.03344161
49,56.89483249,21.6677458
50,46.29218324,11.2814972
51,14.78416846,20.95473323
52,39.3413588,11.20266301
53,46.32419679,-3.424020372
54,30.57354043,24.12504294
55,28.75361393,-20.27433962
56,44.17907762,9.668603382
57,24.61474004,31.1170733
58,54.98777705,30.89788743
59,28.61102999,-28.59675624
60,21.07201224,9.305550443
61,62.51737665,-23.04232872
62,4.861793273,8.814127192
63,64.95915093,-28.42558471
64,25.38988323,-2.347748279
65,-14.21558512,-6.956675325
66,62.67986195,-21.71525617
67,-8.818708197,41.6279204
68,32.15808016,4.713522381
69,23.53888707,-4.563531207
70,-0.347997362,-8.521698335
71,17.69101814,-2.541742692
72,-11.90611788,-16.3479694
73,9.777806857,24.0987169
74,-0.125521263,16.46670905
75,65.57739282,13.76354055
76,-15.34297568,-17.1867719
77,-7.664022421,-18.48294071
78,52.46568113,-15.45749411
79,31.25963309,14.0131215
80,6.919230604,11.4181931
81,23.39083972,-5.597420438
82,23.72333847,-17.04651297
83,48.5578072,-2.529229481
84,9.886305928,25.37605039
85,28.89606963,28.29840918
86,46.14523293,-1.052590893
87,9.542188147,-26.64422702
88,59.16362796,-19.2847952
89,42.52756685,-22.60267949
90,-6.340633403,10.81946501
91,58.17063235,14.79614798
92,62.82571284,44.52229986
93,55.38257063,42.930756
94,22.17873103,10.70051882
95,-5.474922579,39.11527659
96,38.14923454,32.48561694
97,14.30981283,3.763949528
98,-0.440428895,-29.46457431
99,6.564530496,-16.10204649
100,55.33173816,20.48690473
101,30.95841719,-29.65040336
102,39.95788762,-29.34045227
103,18.44842606,-10.71381974
104,52.70582154,3.561841583
105,15.20075308,5.114748792
106,44.99907436,17.30168122
107,43.35541163,-8.901888284
108,20.76423071,-1.658786005
109,39.62437128,14.87758965
110,28.78798539,39.57739948
111,15.07463682,23.90453625
112,49.66715222,32.64342938
113,19.04203385,35.89835393
114,-8.269485339,-6.880215325
115,57.25793833,-26.13238514
116,10.01084692,29.70088932
117,56.49412908,-25.53470004
118,12.76535629,10.50302037
119,38.161523,21.68451739
120,57.16956438,38.46841701
121,38.78747552,-3.055884124
122,27.37205837,-23.52423557
123,2.03312214,-19.18457163
124,57.81758635,12.49991829
125,2.054172555,-3.844543254
126,61.82452073,-20.12305895
127,-15.25995011,-21.33082522
128,63.806605,16.28375911
129,64.80361848,32.87647544
130,30.50318172,36.22444811
131,8.425980433,-14.85533517
132,64.98772315,6.619987264
133,13.89142731,-13.75246679
134,38.3544514,44.26491818
135,5.947924981,36.71983202
136,12.14443841,30.66969352
137,6.798919759,-19.87279569
138,13.13898839,34.164349
139,43.94703926,-7.781272461
140,-10.97542723,0.394324629
141,47.4036442,16.93582917
142,46.5695247,15.94469055
143,13.68401787,29.06289657
144,18.74826263,-25.98312484
